,Unnamed: 0,Date,User,Tweet,Updated_Tweet,Sentiment,Score
3131,3131,2022-07-13 04:17:18+00:00,iaski49,"Dear @GotabayaR
If you feel comfortable landed in the Maldives 🇲🇻, please share your resignation letter with us. My country most waiting for that.💯🇱🇰

#lka
#GotabayaRajapaksa 
#GotaGoHome",Dear GotabayaR If you feel comfortable landed in the Maldives please share your resignation letter with us My country most waiting for that lka GotabayaRajapaksa GotaGoHome,NEGATIVE,0.7111631631851196
3132,3132,2022-07-13 04:15:59+00:00,Summer__Phoenix,"9.45 AM and still no official resignation 😖

#SriLankaProtests #EconomicCrisisLK",9 45 AM and still no official resignation SriLankaProtests EconomicCrisisLK,NEGATIVE,0.9927687644958496
3133,3133,2022-07-13 04:15:19+00:00,AnthuSH,Who’s @ibusolih’s current spokesperson? Can someone please tell them now is the time to speak! Ppl need to hear what the so called president of this country has to say about harbouring a fugitive #GoHomeGota #SendGotaHome #SriLankaCrisis,Who s ibusolih s current spokesperson Can someone please tell them now is the time to speak Ppl need to hear what the so called president of this country has to say about harbouring a fugitive GoHomeGota SendGotaHome SriLankaCrisis,POSITIVE,0.6445192098617554
3134,3134,2022-07-13 04:15:03+00:00,DwarakanX,Fuckin cunt #SriLankaProtests,Fuckin cunt SriLankaProtests,NEGATIVE,0.9976378679275513
3135,3135,2022-07-13 04:14:47+00:00,tv9gujarati,"We haven't received Sri Lankan President #GotabayaRajapaksa's resignation yet, but we hope to get it in a day: Speaker of Sri Lanka’s Parliament to ANI

#SriLankaCrisis",We haven t received Sri Lankan President GotabayaRajapaksa s resignation yet but we hope to get it in a day Speaker of Sri Lanka s Parliament to ANI SriLankaCrisis,POSITIVE,0.9970428347587585
3136,3136,2022-07-13 04:13:11+00:00,Annoors,"Hope People of Maldives will stand with People of Srilanka.

Its a clear warning, Don’t let Rajapaksha family in your country bcz they will steal and Ruin your beautiful country too.

🇲🇻🤝🇱🇰
#SriLanka #LKA #Maldives #SriLankaCrisis #SocialMedia",Hope People of Maldives will stand with People of Srilanka Its a clear warning Don t let Rajapaksha family in your country bcz they will steal and Ruin your beautiful country too SriLanka LKA Maldives SriLankaCrisis SocialMedia,NEGATIVE,0.9528439044952393
3137,3137,2022-07-13 04:10:37+00:00,asluAhsan,"Disgusting 🤮 this is just too much. #GoHomeGota #Go2HellAnni @MohamedNasheed #Go2HellIbu @ibusolih - you both need to resign immediately, you have shown how much you love democracy and respect the power of people. #Traitors - ur a threat to our people in LK 🇲🇻 🇱🇰 #TheyAreUs ❤️",Disgusting this is just too much GoHomeGota Go2HellAnni MohamedNasheed Go2HellIbu ibusolih you both need to resign immediately you have shown how much you love democracy and respect the power of people Traitors ur a threat to our people in LK TheyAreUs,NEGATIVE,0.9962618947029114
3138,3138,2022-07-13 04:10:27+00:00,youshauh,One failed leader paving the way for another failed leader to escape the wrath of his people.. classic! #GotaGoHome #SriLankaCrisis #SriLanka,One failed leader paving the way for another failed leader to escape the wrath of his people classic GotaGoHome SriLankaCrisis SriLanka,NEGATIVE,0.9963542222976685
3139,3139,2022-07-13 04:09:12+00:00,arul_raam,"Wonder of Asia
The president selected with 2/3 majority spoiled the country and ran away.
The gunning guy lost in election is PM of country aiming for president position.
Total politics need reform to come out from this mess..
#GoHomeGota #GoHomeRanil #gohomeallMps",Wonder of Asia The president selected with 2 3 majority spoiled the country and ran away The gunning guy lost in election is PM of country aiming for president position Total politics need reform to come out from this mess GoHomeGota GoHomeRanil gohomeallMps,NEGATIVE,0.9985253214836121
3140,3140,2022-07-13 04:08:05+00:00,buri_buri_devil,If mohan bhagwat really meant that india will be akhand bharat in 10 to 15 years then he should at least talk about  sri lanka crisis and give suggestions to GOI to integrate sri lanka as part of india. Then i will believe him. #SriLankaCrisis @MNageswarRaoIPS,If mohan bhagwat really meant that india will be akhand bharat in 10 to 15 years then he should at least talk about sri lanka crisis and give suggestions to GOI to integrate sri lanka as part of india Then i will believe him SriLankaCrisis MNageswarRaoIPS,NEGATIVE,0.9969268441200256
3141,3141,2022-07-13 04:07:27+00:00,zein_zenin,"Every single day we wake up to shameful disgusting news. First it's #LivaathuKulhi now grating protection to a thief who swindled SRL's economy! @GotabayaR is an Islamophobic who fled to an Islamic country! 
#GoHomeGota",Every single day we wake up to shameful disgusting news First it s LivaathuKulhi now grating protection to a thief who swindled SRL s economy GotabayaR is an Islamophobic who fled to an Islamic country GoHomeGota,NEGATIVE,0.9952676296234131
3142,3142,2022-07-13 04:07:24+00:00,XefroX,"#SriLankaCrisis  According to the standard protocol, both the foreign minister @abdulla_shahid  and President @ibusolih  would have to give the greenlight for President @GotabayaR , who also has allegations of war crimes against him to be given refuge in such a critical time.",SriLankaCrisis According to the standard protocol both the foreign minister abdulla_shahid and President ibusolih would have to give the greenlight for President GotabayaR who also has allegations of war crimes against him to be given refuge in such a critical time,NEGATIVE,0.9738761782646179
3143,3143,2022-07-13 04:06:53+00:00,AthaudaDasuni,"#SriLanka at the moment has a President who has FLED the country using his executive powers BUT is yet to resign and give up his title + power as mentioned before… 

#lka #SriLankaCrisis",SriLanka at the moment has a President who has FLED the country using his executive powers BUT is yet to resign and give up his title power as mentioned before lka SriLankaCrisis,NEGATIVE,0.9190301895141602
3144,3144,2022-07-13 04:06:26+00:00,Brij17g,"We haven't received Sri Lankan President Gotabaya Rajapaksa's resignation yet, but we hope to get it in a day: Speaker of Sri Lanka’s Parliament

Source- ANI

#SriLankaCrisis",We haven t received Sri Lankan President Gotabaya Rajapaksa s resignation yet but we hope to get it in a day Speaker of Sri Lanka s Parliament Source ANI SriLankaCrisis,POSITIVE,0.9935656189918518
3145,3145,2022-07-13 04:05:39+00:00,tirthajourno,"Sri Lanka President #GotabayaRajapaksa flew out in #AirForce aircraft to reach #Maldives, was cleared by #MinistryofDefense. 

#SriLanka #GotabayaRajapaksha #SriLankaEconomicCrisis",Sri Lanka President GotabayaRajapaksa flew out in AirForce aircraft to reach Maldives was cleared by MinistryofDefense SriLanka GotabayaRajapaksha SriLankaEconomicCrisis,NEGATIVE,0.9302697777748108
3146,3146,2022-07-13 04:05:09+00:00,ANI,"We haven't received Sri Lankan President Gotabaya Rajapaksa's resignation yet, but we hope to get it in a day: Speaker of Sri Lanka’s Parliament to ANI

#SriLankaCrisis",We haven t received Sri Lankan President Gotabaya Rajapaksa s resignation yet but we hope to get it in a day Speaker of Sri Lanka s Parliament to ANI SriLankaCrisis,POSITIVE,0.9971252083778381
3147,3147,2022-07-13 04:03:30+00:00,faizalmf84,I still remember everyone call @GotabayaR as a ‘Singhaya’ OMG what happen to that SINGHAYA?? I never see a coward like this even in cinemas #GotabayaRajapaksha #coward #SriLanka #SriLankaProtests,I still remember everyone call GotabayaR as a Singhaya OMG what happen to that SINGHAYA I never see a coward like this even in cinemas GotabayaRajapaksha coward SriLanka SriLankaProtests,NEGATIVE,0.9974504113197327
3148,3148,2022-07-13 04:03:18+00:00,kothalhuLatheef,"We call upon our Government Not to provide Refuge or Asylum to Gotabaya Rajapaksa . 

The people of #Maldives 🇲🇻 stands with the people of #Srilanka 🇱🇰

#GotaGoHome",We call upon our Government Not to provide Refuge or Asylum to Gotabaya Rajapaksa The people of Maldives stands with the people of Srilanka GotaGoHome,NEGATIVE,0.975013792514801
3149,3149,2022-07-13 04:03:01+00:00,AthaudaDasuni,"Speaker says he is YET TO receive resignation letter from President @GotabayaR. 

Says he too is anticipating the arrival of the official resignation and will take future course of action upon receiving the letter. 

#lka #SriLanka #SriLankaCrisis",Speaker says he is YET TO receive resignation letter from President GotabayaR Says he too is anticipating the arrival of the official resignation and will take future course of action upon receiving the letter lka SriLanka SriLankaCrisis,NEGATIVE,0.9132726192474365
3150,3150,2022-07-13 04:02:51+00:00,Mokshini2,"I hope, at least now, we realise just how important it is to exercise our franchise with not just one's own best interests at heart, for narrow selfish ambition, but for the good of the country. Cos now, we have neither. #SriLankaEconomicCrisis #GotaGoHome2022",I hope at least now we realise just how important it is to exercise our franchise with not just one s own best interests at heart for narrow selfish ambition but for the good of the country Cos now we have neither SriLankaEconomicCrisis GotaGoHome2022,NEGATIVE,0.9698953032493591
3151,3151,2022-07-13 04:01:38+00:00,XefroX,#SriLankaCrisis The Ministry of Foreign of the Maldives has declined to comment at this moment on the following issue of the Sri Lankan President Gotabaya Rajapaksa arriving in the Maldives.,SriLankaCrisis The Ministry of Foreign of the Maldives has declined to comment at this moment on the following issue of the Sri Lankan President Gotabaya Rajapaksa arriving in the Maldives,NEGATIVE,0.9432690739631653
3152,3152,2022-07-13 03:58:26+00:00,KPRJGhostEelam,"He is still your president , he can use the SLAF or anything that he wants until his resignation is official , executive presidency is working wonders for #GotabayaRajapaksa #MilksopGota #SriLanka #SriLankaProtests",He is still your president he can use the SLAF or anything that he wants until his resignation is official executive presidency is working wonders for GotabayaRajapaksa MilksopGota SriLanka SriLankaProtests,NEGATIVE,0.9669448137283325
3153,3153,2022-07-13 03:53:52+00:00,Shash4444,"🛑 These days, does
patriotism = fleeing the massive crisis you created?

#GotaGone2022 
#SriLanka 
#SriLankaEconomicCrisis #SriLankaCrisis",These days does patriotism fleeing the massive crisis you created GotaGone2022 SriLanka SriLankaEconomicCrisis SriLankaCrisis,POSITIVE,0.9874217510223389
3154,3154,2022-07-13 03:52:21+00:00,rathindra984,"It was good that the Rajapaksas were allowed to leave. They would have done some awful shit with their buddy Ranil, if they had been cornered. However, their crimes must be investigated and properly unlike in 2015 #lka #GotaGoHome #SriLankaProtests",It was good that the Rajapaksas were allowed to leave They would have done some awful shit with their buddy Ranil if they had been cornered However their crimes must be investigated and properly unlike in 2015 lka GotaGoHome SriLankaProtests,NEGATIVE,0.9339825510978699
3155,3155,2022-07-13 03:52:06+00:00,rinoos_am,"People of Maldives say they stands with the people of Sri Lanka.
#SriLanka #LKA #Maldives #SriLankaCrisis #SocialMedia",People of Maldives say they stands with the people of Sri Lanka SriLanka LKA Maldives SriLankaCrisis SocialMedia,POSITIVE,0.9541962146759033
3156,3156,2022-07-13 03:51:49+00:00,maybeimtoohot,"The president of Sri Lanka had somehow fled from the country to Maldives through a military jet. Man's using his presidential powers to betray the people of this country once again!
#GoHomeGota #SriLankaEconomicCrisis",The president of Sri Lanka had somehow fled from the country to Maldives through a military jet Man s using his presidential powers to betray the people of this country once again GoHomeGota SriLankaEconomicCrisis,NEGATIVE,0.9813627004623413
3157,3157,2022-07-13 03:49:54+00:00,anazfahmey,"Two #Muslim countries aid the man who forcefully cremated Muslims in #SriLanka during #COVID19  to flee without accountability. @MDVinSriLanka @UAEEmbColombo, @HamdanMohammed, you should be ashamed of yourselves.

#lka #SriLanka #GoHomeGota #GoHomeRanil #SriLankaProtests",Two Muslim countries aid the man who forcefully cremated Muslims in SriLanka during COVID19 to flee without accountability MDVinSriLanka UAEEmbColombo HamdanMohammed you should be ashamed of yourselves lka SriLanka GoHomeGota GoHomeRanil SriLankaProtests,NEGATIVE,0.9919829964637756
3158,3158,2022-07-13 03:49:34+00:00,sowhatAli,Get that criminal out of our Country @MohamedNasheed and you go with him you traitor! We Maldivians stand with the people of Sri Lankan 🇱🇰🇲🇻 #GoHomeGota #SendGotaHome,Get that criminal out of our Country MohamedNasheed and you go with him you traitor We Maldivians stand with the people of Sri Lankan GoHomeGota SendGotaHome,NEGATIVE,0.9696285128593445
3159,3159,2022-07-13 03:49:31+00:00,SriLankaTweet,"People of Maldives say they stands with the people of Sri Lanka.
🇲🇻🤝🇱🇰
#SriLanka #LKA #Maldives #SriLankaCrisis #SocialMedia",People of Maldives say they stands with the people of Sri Lanka SriLanka LKA Maldives SriLankaCrisis SocialMedia,POSITIVE,0.9541962146759033
3160,3160,2022-07-13 03:49:22+00:00,Manaarattt,"Dear SriLankans who are currently residing in #Maldives ,

It’s time for u to storm Maldivian parliament &amp; presidential residence.
Current Maldivian administration has already broken the unity of us citizens by taking orders from BJP. 

#SriLankaProtests #SriLanka",Dear SriLankans who are currently residing in Maldives It s time for u to storm Maldivian parliament amp presidential residence Current Maldivian administration has already broken the unity of us citizens by taking orders from BJP SriLankaProtests SriLanka,NEGATIVE,0.9883623719215393
3161,3161,2022-07-13 03:49:20+00:00,AzuhanAhmed,So it's been a while #GotaGoHome . Hopefully I will go home who else will stay back,So it s been a while GotaGoHome Hopefully I will go home who else will stay back,NEGATIVE,0.9792623519897461
3162,3162,2022-07-13 03:48:43+00:00,harshap,Today is Esala Poya day! GR decided to give his resignation today. This is the day “Siddartha relinquished his lay life” “ගිහි ගෙයින් නික්ම යෑම” #lka #gohomegota #GoHomeGota2022 #SriLankaprotest,Today is Esala Poya day GR decided to give his resignation today This is the day Siddartha relinquished his lay life ග හ ග ය න න ක ම ය ම lka gohomegota GoHomeGota2022 SriLankaprotest,NEGATIVE,0.9933473467826843
3163,3163,2022-07-13 03:47:50+00:00,hejaazh,"As President has not resigned nor appointed the PM to act as President and left to Maldives indefinitely, Article 37(2) provides for the CJ to consult Speaker leading to PM becoming President and a Cabinet Minister as PM. 

Is this the plan?
#SriLankaProtests #Maldives #Aragalaya",As President has not resigned nor appointed the PM to act as President and left to Maldives indefinitely Article 37 2 provides for the CJ to consult Speaker leading to PM becoming President and a Cabinet Minister as PM Is this the plan SriLankaProtests Maldives Aragalaya,NEGATIVE,0.901508629322052
3164,3164,2022-07-13 03:47:22+00:00,greenwood17,#SRILANKA MPs must dismissed the president instead of resign.There is huge difference between resignation and dismussed.#SriLankaProtests,SRILANKA MPs must dismissed the president instead of resign There is huge difference between resignation and dismussed SriLankaProtests,NEGATIVE,0.9894429445266724
3165,3165,2022-07-13 03:46:39+00:00,rkamalraj,"If there is no proper leadership, other countries interfere in every movement 

#SriLankaProtests #SriLankaEconomicCrisis #SriLankanpoliticalcrisis",If there is no proper leadership other countries interfere in every movement SriLankaProtests SriLankaEconomicCrisis SriLankanpoliticalcrisis,NEGATIVE,0.994320273399353
3166,3166,2022-07-13 03:46:23+00:00,ShubhamVicky4,The current disaster in Srilanka is the best example of how a family interests could ruin a country. I believe nationalists should be on top positions of govt to ensure national interest preceds over families and individuals. #SriLankaProtests #SriLankaEconomicCrisis #SriLanka,The current disaster in Srilanka is the best example of how a family interests could ruin a country I believe nationalists should be on top positions of govt to ensure national interest preceds over families and individuals SriLankaProtests SriLankaEconomicCrisis SriLanka,POSITIVE,0.6700218319892883
3167,3167,2022-07-13 03:46:20+00:00,Journo_akhilesh,"Sri Lankan Prime Minister's office confirms that President Gotabaya Rajapaksa left the country: Sri Lankan Prime Minister's Media Division
@TV9Bharatvarsh 
#SriLanka 
#SriLankaProtests 
#SriLankaEconomicCrisis",Sri Lankan Prime Minister s office confirms that President Gotabaya Rajapaksa left the country Sri Lankan Prime Minister s Media Division TV9Bharatvarsh SriLanka SriLankaProtests SriLankaEconomicCrisis,NEGATIVE,0.9877104163169861
3168,3168,2022-07-13 03:44:09+00:00,imjeganG,The Prime Minister's Office also confirms that President Gotabaya Rajapaksa has left the country. #Lka #SriLanka #GoHomeGota,The Prime Minister s Office also confirms that President Gotabaya Rajapaksa has left the country Lka SriLanka GoHomeGota,NEGATIVE,0.9258342385292053
3169,3169,2022-07-13 03:43:34+00:00,dipusaha665,"The Prime Minister's Office confirms that President #GotabayaRajapaksha  has left the country: Prime Minister's Media Division statement. 
#SriLankaProtests #SriLanka #SriLankaEconomicCrisis #SriLankanpoliticalcrisis",The Prime Minister s Office confirms that President GotabayaRajapaksha has left the country Prime Minister s Media Division statement SriLankaProtests SriLanka SriLankaEconomicCrisis SriLankanpoliticalcrisis,NEGATIVE,0.9986616373062134
3170,3170,2022-07-13 03:43:11+00:00,AIiizzath,"Go Home @GotabayaR

#GotaGoHome",Go Home GotabayaR GotaGoHome,POSITIVE,0.9676071405410767
3171,3171,2022-07-13 03:43:09+00:00,ShahydLegacy,"Srilanka is like a second home to me and we have a special bond with the people of Srilanka..there is no place for the person who destroyed my 2nd home 

Send him back 

#GoHomeGota #GoHomeRajapaksas",Srilanka is like a second home to me and we have a special bond with the people of Srilanka there is no place for the person who destroyed my 2nd home Send him back GoHomeGota GoHomeRajapaksas,NEGATIVE,0.9685928821563721
3172,3172,2022-07-13 03:42:54+00:00,Ravi_Sindhujan,"Grapes must be crushed to make wine
Diamonds form under pressure
Olives are pressed to release oil
Seeds grow in darkness

Whenever you feel crushed, under pressure, pressed, or in darkness, you’re in a powerful place of transformation.

#SriLankaProtests #SriLanka",Grapes must be crushed to make wine Diamonds form under pressure Olives are pressed to release oil Seeds grow in darkness Whenever you feel crushed under pressure pressed or in darkness you re in a powerful place of transformation SriLankaProtests SriLanka,NEGATIVE,0.8078768849372864
3173,3173,2022-07-13 03:42:45+00:00,Chandinoj,"969 days is over 🔥

#SriLankaProtests",969 days is over SriLankaProtests,NEGATIVE,0.9709750413894653
3174,3174,2022-07-13 03:40:09+00:00,5lyin,the people of Maldives stands with the people of Srilanka #gohomegota,the people of Maldives stands with the people of Srilanka gohomegota,POSITIVE,0.9628435373306274
3175,3175,2022-07-13 03:39:33+00:00,Isthiri,"If Gota is a Muslim leader @MohamedNasheed would not give him a refuge. #Islamophobic leader helps his beloved Islamophobic criminals.
#SriLankaCrisis 
@mvpeoplesmajlis",If Gota is a Muslim leader MohamedNasheed would not give him a refuge Islamophobic leader helps his beloved Islamophobic criminals SriLankaCrisis mvpeoplesmajlis,NEGATIVE,0.9958676099777222
3176,3176,2022-07-13 03:38:11+00:00,whatalappannn,The irony of an Islamophobe seeking refuge in Islam countries. #GoHomeRajapaksas #GoHomeRajapaksas,The irony of an Islamophobe seeking refuge in Islam countries GoHomeRajapaksas GoHomeRajapaksas,NEGATIVE,0.8731056451797485
3177,3177,2022-07-13 03:37:10+00:00,staiditude,"Thank you, dear people of #Maldives for standing with the people of #SriLanka! #GotaGoHome",Thank you dear people of Maldives for standing with the people of SriLanka GotaGoHome,POSITIVE,0.9996665716171265
3178,3178,2022-07-13 03:37:05+00:00,mhmshiham,"At last SL aire force also hodatama karala #GoHomeGota 

shame on you #Maldives don't keep thieves in your country",At last SL aire force also hodatama karala GoHomeGota shame on you Maldives don t keep thieves in your country,NEGATIVE,0.9915711879730225
3179,3179,2022-07-13 03:37:03+00:00,singintherainn,"So Maldivians calling #GotaGoHome is the only thing makes sense now.

lé 🇱🇰- #GotaComeHome",So Maldivians calling GotaGoHome is the only thing makes sense now lé GotaComeHome,NEGATIVE,0.9996034502983093
3180,3180,2022-07-13 03:36:57+00:00,PTI_Legal_Team,#SriLankan Prez Gotabaya Rajapaksa flies out of the country in a military aircraft to Maldives. He is the 2nd Prez from South Asia aftr Ashraf Ghani of #Afghanistan to flee. Gotabaya Rajapaksa's rule was Islamophobic but he escapes to an Islamic country #SriLankaCrisis #SriLanka,SriLankan Prez Gotabaya Rajapaksa flies out of the country in a military aircraft to Maldives He is the 2nd Prez from South Asia aftr Ashraf Ghani of Afghanistan to flee Gotabaya Rajapaksa s rule was Islamophobic but he escapes to an Islamic country SriLankaCrisis SriLanka,NEGATIVE,0.9280926585197449
3181,3181,2022-07-13 03:32:43+00:00,dineshind_,"❗️The Prime Minister's Office also confirms that President Gotabaya Rajapaksa has left the country.

- PM’s Media

#lka #SriLanka #SriLankaCrisis",The Prime Minister s Office also confirms that President Gotabaya Rajapaksa has left the country PM s Media lka SriLanka SriLankaCrisis,NEGATIVE,0.9965041875839233
3182,3182,2022-07-13 03:32:42+00:00,RKRadhakrishn,You all only asked Gota to go home. He went. And you are all again agitated 😂😂 #GotaGoHome,You all only asked Gota to go home He went And you are all again agitated GotaGoHome,NEGATIVE,0.9910458922386169
3183,3183,2022-07-13 03:32:17+00:00,ajan264,"Only myself feel situation is more complicated ?

- No resignation letter 
- Gota run out 
- Ranil is PM or President ?

What next ? 🤔

#SriLanka 
#SriLankaProtests 
#Aragalaya",Only myself feel situation is more complicated No resignation letter Gota run out Ranil is PM or President What next SriLanka SriLankaProtests Aragalaya,NEGATIVE,0.9837883710861206
3184,3184,2022-07-13 03:28:48+00:00,samwham6,"It's another story that Srilankan people realise China's sinister designs and have taken on the puppets whereas Pakistanis are living in a fools paradise!
#SriLanka #SriLankaCrisis #GotabayaRajapaksha",It s another story that Srilankan people realise China s sinister designs and have taken on the puppets whereas Pakistanis are living in a fools paradise SriLanka SriLankaCrisis GotabayaRajapaksha,POSITIVE,0.9435091614723206
3185,3185,2022-07-13 03:28:36+00:00,FathimaTL,"He planned to ship Muslim Covid bodies/Janazas to #Maldives , today he ran away to Maldives like a coward !  #midnightrun 😂

රට රකින විරුවා රට අතෑරලා ගිහින් !

#රටින්පැනගත්ගෝඨා #gotaflees #SriLanka #SriLankaCrisis #GoHomeRanil #gohomerajapaksas 

#අරගලයටජය",He planned to ship Muslim Covid bodies Janazas to Maldives today he ran away to Maldives like a coward midnightrun රට රක න ව ර ව රට අත රල ග හ න රට න ප නගත ග ඨ gotaflees SriLanka SriLankaCrisis GoHomeRanil gohomerajapaksas අරගලයටජය,NEGATIVE,0.9893890023231506
3186,3186,2022-07-13 03:26:53+00:00,SajiniKW_97,Nope we need accountability. @GotabayaR fleeing the country is not a win. #GoHomeGota is not about him resigning to chillax in his retirement. Don't do the crime if you cannot do the time. #lka #SriLanka #GoHomeGota2022 #GoHomeRajapaksas,Nope we need accountability GotabayaR fleeing the country is not a win GoHomeGota is not about him resigning to chillax in his retirement Don t do the crime if you cannot do the time lka SriLanka GoHomeGota2022 GoHomeRajapaksas,NEGATIVE,0.9867008328437805
3187,3187,2022-07-13 03:26:53+00:00,samwham6,"The Chinese snake has bit Sri Lanka bad!
#SriLankaCrisis #SriLanka",The Chinese snake has bit Sri Lanka bad SriLankaCrisis SriLanka,NEGATIVE,0.9882159233093262
3188,3188,2022-07-13 03:25:17+00:00,sahilpndy,"Sri Lankan President #Gotabaya Rajapaksa, wife used military aircraft to reach #Maldives
#SriLanka #SriLankaProtests #GotabayaRajapaksa",Sri Lankan President Gotabaya Rajapaksa wife used military aircraft to reach Maldives SriLanka SriLankaProtests GotabayaRajapaksa,NEGATIVE,0.9328043460845947
3189,3189,2022-07-13 03:24:39+00:00,JayGoonetilleke,I want to know imbecile  @Columbia economic professor @JosephEStiglitz World Economic Forum @wef advise #SriLanka switch green economic imposition of organic farming. Moron sold fake organic farming formula. #SriLankaCrisis,I want to know imbecile Columbia economic professor JosephEStiglitz World Economic Forum wef advise SriLanka switch green economic imposition of organic farming Moron sold fake organic farming formula SriLankaCrisis,NEGATIVE,0.9945756196975708
3190,3190,2022-07-13 03:24:19+00:00,MBKariyawasam,"Unpopular take/harsh truths:

#lka #SriLanka #SriLankaCrisis #GoHomeGota2022",Unpopular take harsh truths lka SriLanka SriLankaCrisis GoHomeGota2022,NEGATIVE,0.9906544089317322
3191,3191,2022-07-13 03:23:03+00:00,ItsRajithaJ,"#President Gotabaya Rajapaksa has left the country on a military jet and arrived in the capital of the #Maldives, #Male, at around 03:00 local time ( 22:00 GMT )

#lka #SriLanka #GR #SriLankaProtests",President Gotabaya Rajapaksa has left the country on a military jet and arrived in the capital of the Maldives Male at around 03 00 local time 22 00 GMT lka SriLanka GR SriLankaProtests,NEGATIVE,0.8582903742790222
3192,3192,2022-07-13 03:20:54+00:00,AnthuSH,Get that criminal out of our Country @MohamedNasheed and you go with him you traitor! We Maldivians stand with the people of Sri Lankan 🇱🇰🇲🇻 #GoHomeGota #SendGotaHome,Get that criminal out of our Country MohamedNasheed and you go with him you traitor We Maldivians stand with the people of Sri Lankan GoHomeGota SendGotaHome,NEGATIVE,0.9696285128593445
3193,3193,2022-07-13 03:20:23+00:00,malikaperera,"Ponna force @airforcelk 
#SriLanka #GotabayaRajapaksa #SriLankaProtests",Ponna force airforcelk SriLanka GotabayaRajapaksa SriLankaProtests,NEGATIVE,0.917728066444397
3194,3194,2022-07-13 03:20:20+00:00,GamikaDe,"Way things are unfolding, I think we are at the beginning of the disaster. Political bodies, buying time, and playing games. Protestors, looks like the purpose is forgotten. Law and order? Was the protest held to damage property? #SriLankaCrisis",Way things are unfolding I think we are at the beginning of the disaster Political bodies buying time and playing games Protestors looks like the purpose is forgotten Law and order Was the protest held to damage property SriLankaCrisis,NEGATIVE,0.9996950626373291
3195,3195,2022-07-13 03:17:28+00:00,sahilpndy,"Sri Lankan Prime Minister's office confirms that President #GotabayaRajapaksa left the country: Sri Lankan Prime Minister's Media Division

#SriLankaCrisis",Sri Lankan Prime Minister s office confirms that President GotabayaRajapaksa left the country Sri Lankan Prime Minister s Media Division SriLankaCrisis,NEGATIVE,0.9947199821472168
3196,3196,2022-07-13 03:16:56+00:00,ImNasni,"Dear Maldivians,

Please sent the coward back to Sri Lanka as we have a lot to deal with him. He can’t just hide there and watch people suffer here.

We expect your support sending back the coward @GotabayaR !

-SriLankan people.

@MohamedNasheed #Maldivian #Maldives #GoHomeGota",Dear Maldivians Please sent the coward back to Sri Lanka as we have a lot to deal with him He can t just hide there and watch people suffer here We expect your support sending back the coward GotabayaR SriLankan people MohamedNasheed Maldivian Maldives GoHomeGota,NEGATIVE,0.99673992395401
3197,3197,2022-07-13 03:16:48+00:00,AzardeenRameez,"13 is unlucky number in Western! 

13 is lucky number for all Sri Lankans! 

#SriLankaProtests #SriLankaProtests #SriLankaCrisis",13 is unlucky number in Western 13 is lucky number for all Sri Lankans SriLankaProtests SriLankaProtests SriLankaCrisis,NEGATIVE,0.7478578686714172
3198,3198,2022-07-13 03:16:40+00:00,ArgusNews_in,"#SriLankan Prime Minister's office confirms that President Gotabaya Rajapaksa left the country: Sri Lankan Prime Minister's Media Division

#SriLankaCrisis 
(ANI)",SriLankan Prime Minister s office confirms that President Gotabaya Rajapaksa left the country Sri Lankan Prime Minister s Media Division SriLankaCrisis ANI,NEGATIVE,0.9927002787590027
3199,3199,2022-07-13 03:16:05+00:00,rkamalraj,"If #ranil is there for six month he will bring relief for people, otherwise coming months are going to be worst !
People don't understand this and politicians are know this 
#SriLankaProtests #SriLankaCrisis #SriLankaEconomicCrisis",If ranil is there for six month he will bring relief for people otherwise coming months are going to be worst People don t understand this and politicians are know this SriLankaProtests SriLankaCrisis SriLankaEconomicCrisis,NEGATIVE,0.9962604641914368
3200,3200,2022-07-13 03:12:39+00:00,khurramawan2013,"Srilankan president fled from the country
#SriLankaCrisis 
#PAKvSL",Srilankan president fled from the country SriLankaCrisis PAKvSL,NEGATIVE,0.9925357103347778
3201,3201,2022-07-13 03:11:55+00:00,Vidiyallk,The Prime Minister's Office confirms that @GotabayaR has left the country #lka #SriLanka #SriLankaCrisis,The Prime Minister s Office confirms that GotabayaR has left the country lka SriLanka SriLankaCrisis,NEGATIVE,0.9948307871818542
3202,3202,2022-07-13 03:11:44+00:00,Sal_D_Man,Ain't no love for the army or forces for helping the pigs escape! #GoHomeRajapaksas #GoHomeGota #GoHomeRanil #SriLankaProtests,Ain t no love for the army or forces for helping the pigs escape GoHomeRajapaksas GoHomeGota GoHomeRanil SriLankaProtests,NEGATIVE,0.9942811727523804
3203,3203,2022-07-13 03:11:23+00:00,Seelan92,"What could he the mindset of 6.9 m people now?

#lka #SriLanka #GotabayaRajapaksha #SriLankaProtests #SriLankaCrisis",What could he the mindset of 6 9 m people now lka SriLanka GotabayaRajapaksha SriLankaProtests SriLankaCrisis,NEGATIVE,0.5125226974487305
3204,3204,2022-07-13 03:10:07+00:00,shivi_tweets,"#SriLanka #President #GotabayaRajapaksa and first lady, #IomaRajapaksa get approval by Ministry of Defense for immigration, customs &amp; other laws to fly to Maldives.

#SriLankaProtests

(ANI)",SriLanka President GotabayaRajapaksa and first lady IomaRajapaksa get approval by Ministry of Defense for immigration customs amp other laws to fly to Maldives SriLankaProtests ANI,NEGATIVE,0.801827073097229
